url,title,price,address,area,floor,year,metro_name,metro_time,house_type,_error
https://www.cian.ru/sale/flat/318759669/,"Продается многокомнатная квартира, 418,6 м²",190 000 000 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 8На карте","418,6 м²",3 из 3,2003,Щукинская,11 мин.,Монолитный,
https://www.cian.ru/sale/flat/318077417/,"Продается 4-комн. квартира, 194,1 м²",104 000 000 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 8К2На карте","194,1 м²",3 из 5,2002,Щукинская,11 мин.,Монолитный,
https://www.cian.ru/sale/flat/323431361/,"Продается 5-комн. квартира, 307 м²",122 800 000 ₽,"Москва, СЗАО, р-н Щукино, ул. Маршала Бирюзова, 32На карте",307 м²,23 из 24,1998,Октябрьское поле,11 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/313460723/,,,,,,,,,,
https://www.cian.ru/sale/flat/323312707/,"Продается 4-комн. квартира, 102 м²",67 000 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Нижние Мневники, 12На карте",102 м²,15 из 22,2025,Терехово,3 мин.,Монолитный,
https://www.cian.ru/sale/flat/323033748/,"Продаются 1-комн. апартаменты, 47 м²",9 400 000 ₽,"Москва, СЗАО, р-н Митино, Пятницкое ш., 56БНа карте",47 м²,10 из 28,2025,Пятницкое шоссе,16 мин.,Монолитный,
https://www.cian.ru/sale/flat/323477433/,"Продается 3-комн. квартира, 172 м²",64 990 000 ₽,"Москва, просп. Маршала Жукова, 78",172 м²,26 из 48,2011,Народное Ополчение,5 мин.,Монолитный,
https://www.cian.ru/sale/flat/320395653/,"Продается 3-комн. квартира, 79,4 м²",26 884 824 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш.На карте","79,4 м²",2 из 26,,Трикотажная,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/323509060/,"Продается 1-комн. квартира, 43,4 м²",28 427 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Нижние Мневники, 62Бк1На карте","43,4 м²",2 из 22,,Терехово,5 мин.,Монолитный,
https://www.cian.ru/sale/flat/323464990/,"Продается 4-комн. квартира, 157,37 м²",142 670 685 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Берзарина, 37На карте","157,37 м²",15 из 16,,Серебряный Бор,откроется в 2026,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/319660160/,,,,,,,,,,
https://www.cian.ru/sale/flat/323223905/,"Продается 2-комн. квартира, 37,8 м²",12 100 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, просп. Маршала Жукова, 17К4На карте","37,8 м²",1 из 12,1969,Народное Ополчение,5 мин.,Блочный,
https://www.cian.ru/sale/flat/323390549/,"Продается 1-комн. квартира, 40 м²",15 500 000 ₽,"Москва, СЗАО, р-н Южное Тушино, проезд Досфлота, 2АНа карте",40 м²,9 из 10,2025,Сходненская,25 мин.,Монолитный,
https://www.cian.ru/sale/flat/323724095/,"Продается 3-комн. квартира, 72,2 м²",19 400 000 ₽,"Москва, СЗАО, р-н Митино, ул. Барышиха, 44На карте","72,2 м²",5 из 17,1993,Пятницкое шоссе,10 мин.,Панельный,
